,HeadFront,SpineThoracic2,SpineThoracic12,LShoulderTop,RShoulderTop,WaistBack,LTrochanterMajor,LForefoot,RTrochanterMajor,RForefoot,LElbow,RElbow,LWrist,RWrist,LKnee,RKnee,LAnkle,RAnkle
155,-3708.4931375152955,-23233.887385987167,-29924.13945870287,-10655.393805997272,-22087.925705108733,-21130.159518841603,-3510.8217993442813,34582.299145728786,-1613.6481277817365,33720.2193988116,15580.599995206569,11906.842062469295,33348.363181250854,38836.35045936805,19837.603136032194,38653.776123056414,19813.87175874485,19712.365989064332
156,297220.2650719294,327728.8554852804,380063.36311372457,287862.6492247303,380173.4424457332,406829.3248889036,332093.86677370965,349293.68993150064,451592.1514885857,452303.10845454794,277232.1324851658,384282.50217238045,253395.10228834258,397035.04509309935,307826.6201980987,399047.81149267964,353791.60672608693,447990.03980866546
157,-3483.203350703632,-23082.09009490163,-30345.83324110401,-10537.013765022515,-21929.151015558135,-21805.934724855273,-4005.655551331991,34580.59657588346,-2213.227704469231,33676.63419284748,15575.519485081331,11890.39710435543,33356.20610429553,38851.03690008671,19666.047486264557,38149.866926567825,19805.943210858386,19551.999331592968
158,296488.25089607685,326929.327959926,379550.9490759345,287274.8017316429,379428.5579301361,406719.7604832918,332019.216738561,349310.6669278147,451258.1741459867,452415.0168229148,276962.4135306534,384264.43301381706,253356.56983843708,397070.28704186296,307730.9692975685,398436.20438835747,353890.5707263963,448329.1855820723
159,-3255.340318677838,-22921.569977442843,-30786.387930117562,-10395.882163383874,-21755.986400790374,-22541.19633680149,-4527.205639018503,34577.95069270805,-2883.4223050009095,33629.988185896786,15567.041500460695,11870.02250311121,33363.86478890657,38864.054177870465,19477.205764724837,37567.19113978956,19769.394756228743,19388.87547375065
160,295817.94199493225,326085.4312108198,378951.0852496316,286680.2234485649,378697.41872208385,406600.0885720757,331954.3974818621,349323.5305306493,450984.09058159555,452534.7972105096,276712.9765150096,384202.1297208697,253302.99537249538,397077.6117111817,307725.0895910888,397833.5124434082,353928.1988689405,448615.2453529666
161,-3029.80259520869,-22758.254359140716,-31250.48617710555,-10234.465905759622,-21593.172998658418,-23342.31809185724,-5092.598350207067,34563.314918756885,-3656.1953965686116,33580.39852171893,15618.017217249799,11844.801774535998,33374.04754942915,38864.37997397407,19267.80440316771,36914.00935518353,19764.28404595799,19204.752017915227
162,295130.53905524337,325223.69685487286,378326.73925199313,286081.73909703357,377920.60715483176,406387.4092625865,331882.0176333931,349345.7865653762,450777.7452999243,452657.0618959954,276429.4338210124,384234.34762179264,253246.34681670443,397054.7750530259,307794.0223064138,397309.932952083,354106.15232273046,449008.8446138375
163,-2812.4157993407352,-22601.809387775007,-31744.208141787698,-10086.639900850168,-21430.788518302557,-24190.62219624364,-5694.113150367266,34552.33073005982,-4505.139496977856,33528.340140134955,15617.5164499149,11797.340513422994,33384.085773648476,38863.509130039114,19028.948697657732,36206.526330195244,19718.70353047448,19002.53046065289
164,294475.1374954616,324191.4844045829,377675.00127957354,285459.40769295674,377091.2827981768,406200.8528940835,331800.5153282494,349364.00706521707,450646.5379299498,452787.13585090725,276151.30764603236,384202.3814558593,253172.20942766537,396967.87586747966,307895.9642397273,396865.49889015127,354141.3946993332,449426.11291224894
165,-2607.1362274921557,-22379.26338389943,-32265.631203709803,-9934.994416776237,-21254.072798930334,-25105.63364106964,-6340.259565533597,34543.25053288183,-5422.519108071028,33473.91413931958,15624.637123849112,11758.617180711655,33391.89708476603,38856.64532354506,18739.43979926237,35460.87613255583,19701.008763545527,18792.952652660315
166,293797.2690733332,323185.15279343864,377104.11889751576,284872.59497288323,376249.18992942065,405976.9340643098,331702.1197088628,349408.2573313362,450448.48024450795,452917.5807416556,275852.7501502014,384084.28667619283,253094.36221559736,396900.5798211783,308131.26714521216,395604.9424546251,354337.77761099924,449872.04041076626
167,-2388.2195782491763,-22166.980791041962,-32844.007680179086,-9789.254514120592,-21075.476707304842,-26062.661562887573,-7025.689406007456,34537.172416585556,-6385.708606029562,33417.0173948851,15621.5130824068,11731.154183345483,33393.739592880855,38843.77652168934,18458.713246498166,34772.25351544175,19666.233126641062,18528.14525474908
168,292961.23987823277,322334.45377390186,376437.5537218033,284480.60746156704,375318.1718830031,405753.11811571073,331653.18373778043,349441.82134149084,451135.4055741777,453048.82598031923,275557.700817461,383937.81794993085,253061.8959241985,396849.0649030726,308331.5191227664,395405.95702038496,354617.5682920711,450317.06348182826
169,-2163.2100576214216,-21994.493248066305,-33433.25521938865,-9639.978779438818,-20869.423010376464,-27067.089696495284,-7737.661717644311,34522.713891201754,-7507.628409383251,33358.34899841339,15615.470750321336,11704.386534708232,33405.224435691365,38838.37547952253,18078.758115852856,33945.05194745599,19629.18842765975,18301.156627501805
170,292235.83657089627,321402.0629577039,375824.73777016264,284018.27032961656,374389.3929287642,406012.5293345632,331619.5324547189,349461.3864351528,449991.0603925886,453178.77924594627,275255.4315814674,383721.5901675402,252921.7167207743,396747.855261986,308609.9237471998,395397.52208187996,354845.3022386247,450853.90737358324
171,-1957.6363577979646,-21786.470060923035,-34026.62717580485,-9502.651584974818,-20641.979820352855,-28223.826708449044,-8513.802329593047,34515.0561097535,-8418.460958780895,33297.67826010854,15604.113310573215,11685.13452145844,33388.77543535239,38834.69411771661,17684.719541778213,33081.407940606245,19583.160521642494,18032.40421449441
172,291510.48106370954,320656.1286497366,375121.69224539696,283438.3041490864,373591.92663187376,405753.83108991286,331487.87931140704,349521.57826337364,449838.9348613847,453309.4915415042,274945.2215339788,382794.0699459976,252839.427545954,396676.9591882656,308910.77479214873,395466.14052095823,354836.94013255363,451448.4577313862
173,-1732.0342886965009,-21548.845137396827,-34611.60729978577,-9364.688638246953,-20441.676043354346,-29305.22005525219,-9314.170123507385,34510.99689386086,-9540.923610586586,33235.58280427039,15585.930701943606,11774.642260757897,33421.36511189756,38830.16019847892,17251.753205535075,32195.40571152678,19576.88749938699,17757.018413289195
174,290849.6009129695,320016.6046304922,374420.95281408273,282807.11577455315,372653.2649671852,405441.54910208826,331309.46870717994,349583.4137946947,450033.8414141721,453438.8374356926,274700.4747869629,382636.9305835892,252758.16584936564,396646.5098469792,309053.1884680027,396828.77790538716,355049.62583970226,451966.15223017056
175,-1514.343142797392,-21353.50475778424,-35199.48624516858,-9199.134068322637,-20190.89089020642,-30416.38461458239,-10142.281584095756,34515.66226219538,-10723.495267957303,33172.06617537165,15626.67335774505,11758.763291684674,33413.571927034565,38830.711948472075,16857.830159306526,31086.245266634058,19558.35824919129,17496.226182909744
176,290154.3499565152,319051.5268576717,373706.8020254485,282230.302550519,371835.70627877023,405070.4331650591,331051.5734505963,349356.45158580656,449977.46032781136,453563.5558479186,274383.10736999346,382502.9920207033,252690.09173059056,396834.0759369613,309568.20882822736,397142.6946023772,355182.1516553164,452547.988761564
177,-1292.5908560684038,-21122.056487730064,-35795.643840900186,-9028.984153126687,-19959.404046166237,-31545.33471612897,-11002.826043509005,34683.078842330884,-11927.504770480562,33107.48900889706,15602.972086194903,11743.778964852023,33399.35342904618,38818.8501085714,16335.12782525743,30083.926289637333,19516.236227361143,17216.819575523245
178,289504.7875951487,317995.0151549144,372973.35829075146,281817.6177998619,371015.65041144367,404632.5303009109,330812.7670671402,349061.7181541432,450594.33311198285,453681.5153732208,274072.97085430956,382398.3685758649,252646.6037727582,396835.0035188765,310028.47656485136,397450.70887554943,355228.6071487536,453115.3455987784
179,-1070.6100524777285,-20911.975350156565,-36386.46445872341,-8880.354515885709,-19738.83093827866,-32689.4905337147,-11856.292490483022,34634.91222025448,-13239.169125226457,33041.857638484085,15580.749591262509,11721.36448515188,33390.36987033328,38814.31634059455,15800.503455932132,29070.047641223995,19489.963467175046,16954.6238769377
180,288892.94117211504,317337.24412741594,372241.8470291226,281335.9978420824,369771.3268240906,404149.7582589117,330545.3425309672,348860.83395195124,449050.50965516584,453794.79595811537,273800.1032742298,382320.15647214756,252642.11216940221,396790.2090578615,310329.55192441854,397842.98553384485,355257.329852032,453488.4876788873
181,-840.5736839114834,-20619.32103566426,-36969.898071389645,-8694.248801811482,-19338.285314679328,-33847.82405180037,-12725.097432926625,34536.324951667804,-14282.213465539498,32975.51767884757,15567.27885678284,11704.141551284563,33357.03886707499,38816.933004494866,15292.156560483356,28005.374324591736,19458.929148435556,16708.162322484244
182,288265.32120080065,316686.0887296243,371466.7672739478,280768.4054483805,368963.568524791,403624.4643633285,330258.6750244213,348797.1632867194,453055.87903880427,453899.6247199956,273564.96304803557,382027.30784084095,252661.808552532,396875.0419312636,310649.1555530792,398221.8376517905,355252.035115346,453902.74885210017
183,-600.6021492645232,-20295.729746260047,-37529.44162854954,-8490.066347359716,-19089.362815835528,-35006.2009466944,-13604.083669219253,34498.109301837256,-16181.336038177848,32908.71604003334,15570.740364366848,11721.299619777357,33370.46457274598,38778.7747632395,14787.04525904662,26920.58394514233,19421.113007908294,16479.551840350865
184,287770.75523426395,316048.4966380855,370648.13807382085,280251.21076818684,368048.9203047333,403044.43210424733,329972.3042072363,348795.9738993864,452889.48233236687,453995.9813832345,273299.54411434603,381948.38137559145,252699.3720563497,396739.82995805296,310921.36239349697,398611.5174196452,355231.0947802903,454210.20732485363
185,-370.8669771533969,-20025.869975143978,-38075.85565718739,-8266.397081361494,-18808.312644211896,-36163.909847140225,-14472.988423550072,34479.23461821281,-17479.674242748217,32841.57192409424,15526.674807664145,11705.478407248524,33383.878391424776,38766.00176881438,14239.804973037215,25808.678692553,19397.09612378065,16248.178034166103
186,287223.103004112,314374.10846367513,369785.5211651202,279837.9696355561,367559.47723818367,402416.03338295774,329670.4444919918,348745.8313877893,452802.05919104343,454082.20532615954,273105.0212059457,381703.7144880637,252749.16761316548,396745.5163435904,311176.2333803273,398993.4364556079,355109.3108436749,454472.8874756536
187,-126.81562910311914,-19787.247203828927,-38593.021358557206,-8065.137159095255,-18605.966866662588,-37307.57213246268,-15327.841636226629,34463.85496452624,-18813.159662838632,32774.444514889066,15542.479398388728,11716.226780845765,33397.80436540436,38822.67588159406,13760.4674922934,24624.91847326874,19312.795890310954,16024.859179878287
188,286776.40302731213,314866.6548780896,368851.9700517204,279372.900226921,366617.69877230935,401779.2168972562,329351.9633006994,348713.5025887307,452772.4641882011,454156.1747529074,272888.3213243315,381550.1004953543,252768.45018605667,396726.26495499315,311647.10129561555,399322.72796452674,355351.6536149872,453762.82585464045
189,117.68878870466506,-19421.45812654662,-39081.56286143903,-7841.261850841656,-18323.395485000903,-38441.446268805084,-16178.463355400592,34446.28995982766,-20146.87043336033,32707.22778564934,15545.841221025334,11706.541246866593,33406.602908912006,38820.78831411337,13260.250359777598,23473.70610970245,19166.594362159038,15935.392762878164
190,286274.7332555272,314318.3895938037,367890.6695070835,278940.0110252565,366055.66953291674,401102.97391050815,329029.143420269,348681.1983793582,452662.36055032903,454218.3124597459,272630.33556303673,381386.2281781374,252759.28052947504,396673.3239371037,312065.26134481566,399673.8701175525,355146.85105902463,454858.1494110871
191,363.86046962150067,-19064.39594630107,-39536.235401462865,-7651.792763149322,-18104.039729264732,-39551.85042561167,-17009.802472220472,34427.11301370469,-21471.136665462363,32640.625420922494,15552.981132039698,11700.689778858137,33416.22787850111,38814.68843658146,12745.443605712811,22325.197904223016,19244.71834584349,15613.164022060355
192,286066.1005959873,313757.75445814047,366919.1872890342,278525.04738302587,365280.0662230454,400411.94595060253,328682.5741391669,348681.8768200695,451157.79105392675,454266.4961104137,272343.73434103804,381155.49378987856,252730.13870501303,396639.59738627245,312479.369407754,400004.6354848094,355421.2697277568,455041.2338431487
193,584.717667280358,-18789.69217521527,-39964.03214170065,-7464.201373288626,-17842.402354337602,-40639.225346868785,-17809.241982777872,34410.40528573802,-22599.730636250337,32574.532694892667,15560.233294683381,11708.405459424557,33425.54428979951,38816.04350174929,12262.145174048783,21188.729440154704,19169.19625617332,15424.99061207366
194,285657.67692191986,313157.8951714522,365947.38396727724,278217.2928013894,364594.37455805455,399704.56298457016,328272.6595777023,348676.7950860958,450943.32534120034,454302.8066222356,272125.168285073,381020.8197477887,252686.79032281856,396542.46163900197,312847.8498668181,400412.1194805716,355535.2998642055,455297.7542111903
195,833.1601889920858,-18458.66216909035,-40359.65692738962,-7295.075977903565,-17609.754482640245,-41691.54359605491,-18560.200492240932,34402.33976973723,-23876.416137404492,32509.296046893603,15622.492855994733,11701.7250098999,33433.29301651339,38814.95312875473,11790.670588982917,20034.187711073006,19132.381214858382,15237.068398602172
196,285187.9555439039,312631.69435371057,364987.6530362935,277709.6658832493,363893.6158138178,398997.4025216761,327902.1565003128,348715.87809928955,450850.80701570807,454317.635935976,271876.1904452348,380776.0939813057,252646.11300475211,396484.31766659324,313230.7453947386,399729.334216055,355690.2585170264,455715.12690796144
197,1080.097147880817,-18084.858146526014,-40724.38723344283,-7108.160747106274,-17356.28686374832,-42705.833263752385,-19312.261870428752,34388.322040649495,-25144.32445889307,32444.84350589628,15639.674522288682,11712.264534517624,33446.267685105806,38807.91319529734,11377.354313984728,19111.10358751086,19088.444339458503,15037.909455126519
198,284795.45148358936,311692.72236325586,364067.30950679677,277492.22853787243,363259.45440921595,398255.13481114886,327523.7432834572,348736.4278285237,450571.782881511,454318.89504964993,271645.1168259118,380536.425391952,252622.0148353864,396387.6848723411,313522.54705461446,400271.63512976555,355897.2057768399,456080.79909295094
199,1328.4754681156046,-17625.811776757488,-41067.743974024575,-6939.714685223036,-17143.415094129712,-43669.75369896313,-20042.177798304765,34385.12255547883,-26338.81491557188,32381.848171049463,15658.567986143567,11722.821105941268,33457.18766917742,38808.151422841205,10925.647776713377,18005.034703606725,19048.156974076213,14861.837458515805
200,284434.9021578536,311854.9595725141,363176.23157223576,277165.6860082789,362668.74881927425,397778.4990122603,327132.8712764758,348799.537385233,450312.72480405454,454296.99410738435,271429.6297084095,380395.67750574305,252598.97247504556,396040.37028625753,313873.2829867446,400643.66012158594,356103.7452464803,456453.83957217314
201,1567.5912961818976,-17521.038441182223,-41383.35301671451,-6747.722990097456,-16928.695074384465,-44638.105282896315,-20734.70248033214,34375.96069472028,-27498.385660910055,32320.123852543245,15670.094075461333,11721.570171253774,33460.754760908785,38829.92387376305,10455.579926313952,16992.74237996491,19013.629347891496,14692.046638454118
202,284066.59866399714,311452.204826038,362366.872882795,276818.964452047,362164.37864513934,397067.570417407,326720.7116273829,348809.6421803468,449797.1034601766,454325.071920443,271216.8849842409,380307.67877934553,252582.67581299815,395988.86914980906,314136.00964330655,401065.03839034704,356295.7103632755,456827.2309199031
203,1800.9978890932616,-17241.396209041173,-41681.42015841958,-6598.574717410724,-16741.206744991126,-45496.25892146901,-21409.82708266843,34366.59780027104,-28536.265569039162,32256.415472388027,15680.523874143018,11719.046149609,33464.305840286586,38833.996861629916,10034.266492686016,16033.019749441719,18976.28881052328,14526.793689942733
204,283827.61402691825,310573.4564374166,361613.7489600424,276693.9421968993,361682.48729397834,396342.29892160126,326281.6015851994,348839.96966675174,449508.8143418565,454387.865417334,270996.7526075854,380248.14846957295,252558.84478842726,395952.12805565406,314348.9427086391,401307.9390528914,356442.2803419958,457158.0640980847
205,2003.5368084577494,-16862.242238511666,-41947.67668962102,-6470.32915664294,-16545.518121179986,-46284.02609055316,-22033.032205026415,34357.50281372272,-29550.566094088434,32208.666078474806,15687.75449964068,11720.499193823394,33468.92763620433,38792.57413041334,9578.604289425595,15157.553051715338,18925.95191964174,14387.465941732156
206,283527.77807685547,310267.08414006163,360910.0008755384,276291.2907840995,361274.9019091992,395623.9648807895,325835.8718801424,348861.85995785147,449018.41807746823,454377.87652602483,270790.2161156463,380146.8390773779,252538.6166022874,396049.9210725723,314672.59853793227,401564.63290603034,356537.3529032326,457403.57984709303
207,2214.212572569515,-16619.417009254546,-42193.3388341548,-6290.673929024706,-16386.724160472426,-47006.914931281455,-22612.604437566944,34348.59387124469,-30445.872503149345,32157.39350726002,15696.255190875676,11734.320480123231,33469.956693986,38810.17300453231,9242.016240038549,14348.116547994396,18881.22452384453,14256.567063584502
208,283300.08326536615,309998.1083794853,360269.22859317425,276249.1151142451,360858.2810334629,394906.16484554607,325379.75346037355,348847.37647534604,448766.58424120233,454426.8929996866,270597.903865712,380008.71578006295,252514.35306834415,395873.34503851074,314870.15706722304,402653.4408543789,356425.6054464836,457504.36381498544
209,2387.467514964217,-16410.611195773425,-42418.14943215389,-6169.55665003723,-16201.463858209703,-47638.54227118245,-23136.387120352403,34344.24212522476,-31309.619108078412,32119.853560567823,15707.607335353783,11750.705732479295,33474.831154464446,38848.75974333486,8903.004615006012,13507.029555789497,18902.93946188508,14155.603214835937
210,283065.58355608943,309778.552815526,359637.55058905395,275853.6879777128,360512.08782336744,394236.0432882907,324922.01655775704,348858.68249326624,448479.03462822334,454441.55511083535,270428.7051870213,379974.432558575,252494.8362886761,395850.56177321315,314951.3087097656,403135.01803914894,356286.519894306,457601.5171693818
211,2564.4083874435055,-16214.708853954988,-42609.32148140718,-6035.92362269124,-16040.834264059915,-48217.421324099865,-23603.451398347075,34343.48627823865,-32081.511183936018,32049.39466713412,15723.578854315681,11757.280631961774,33481.06200867218,38856.323704130424,8534.71501011007,12826.690224559195,18880.728342439346,14056.360009612315
212,282861.1843675046,310084.02955965215,359040.11373672297,275760.42016499845,360267.10525799694,393598.72480521904,324482.93958445603,348852.8656660149,448102.6523331722,454416.1004752833,270260.5827178176,379781.56489777757,252471.28703413892,395840.5118950143,315013.9666837257,402911.2757814982,356173.57937145466,457573.5339739227
213,2721.9225049289053,-16197.856716354574,-42772.942663285416,-5910.74092668925,-15892.233609340707,-48732.891126666975,-24003.86064478434,34348.32832531421,-32763.260773842238,32035.712282857836,15738.33231220295,11789.931185735939,33486.576610452335,38866.051452561274,8278.40809567301,12166.641497756547,18885.300752778392,14005.463919453792
214,282720.377772582,309971.1291711439,358473.71216261457,275699.15213376103,359999.16861924255,392976.17604147125,324068.26275910065,348828.83862383437,447812.877697205,454404.6117120167,270113.8919167708,379797.7389570022,252430.64305992707,395847.92214912374,315015.1730054971,403055.39461764647,356098.5036452339,457566.1617238258
215,2857.0232706037423,-16088.411193502368,-42906.75362668437,-5826.089781404946,-15756.531248503758,-49210.21088913882,-24343.89506188572,34356.398785921905,-33376.55160530456,32052.00597352669,15754.151694247488,11793.93190399394,33489.28145294894,38875.77390009531,8035.960139056115,11640.458851499698,18851.2027342621,13981.41825997227
216,282552.5218206021,309706.92893715925,357935.49160250917,275508.01419315184,359799.1340229016,392388.53755571676,323371.51571819134,348800.3184800319,447663.243935441,454354.5599631771,269975.9151630576,379745.4596395754,252410.0236770628,395866.43536649056,314975.17123776756,403179.0505785979,355974.5265560968,457419.45412633487
217,2998.886220047738,-15912.910611450978,-43009.768749244904,-5708.4024878439595,-15641.679599795796,-49598.44627410389,-24572.635266499863,34367.97689209945,-33951.187684193515,32076.68190060377,15772.568656824631,11810.684618008188,33500.32255765203,38883.25906757699,7837.755023282778,11157.511318736597,18837.593269916255,13978.775953573444
218,282388.17529906105,309502.1728486045,357417.2736493141,275397.81220277626,359618.85539779864,391812.71483875887,322984.99904409336,348778.9296598564,447555.40322606784,454317.37254142977,269848.57495477964,379820.7601244413,252399.09476713825,395866.1099522739,314807.18317748525,403341.47233031696,355780.18160448706,457166.1549668661
219,3128.315346590174,-15770.170653621542,-43085.40025138606,-5625.750355284792,-15539.628902274977,-49915.31571573645,-24799.49576207943,34380.60464184748,-34464.09420937122,32104.674736404268,15791.531202999984,11809.075056931535,33512.62806069632,38894.639548948166,7655.832806344984,10694.200127278535,18835.930520616457,13989.765756331944
220,282265.2951883332,309376.23929160694,356949.23381543206,275264.75189463986,359430.1179760486,391269.736128168,322627.1084981381,348721.6146187113,448380.95233849727,454228.17491496284,269747.4188805064,379798.75480455864,252406.60518213257,395865.14365332335,314728.2045741331,403466.18264848576,356308.1228191978,456917.2677741844
221,3241.414618164221,-15645.090191268959,-43147.65921611403,-5524.980010580235,-15433.257636736605,-50195.7780417864,-24970.268348536578,34392.092423129536,-35195.156962859706,32118.89903724592,15818.45387122659,11817.624105341762,33524.08531732515,38900.78506214184,7538.247523226219,10319.410128717001,18981.315180261598,13987.193580058316
222,282104.24131525244,309223.81585151725,356521.6152614037,275227.85976907157,359237.72594318195,390770.5653416284,322322.371383272,348701.0804393356,448252.54203365743,454139.89769153413,269700.5992741855,379787.56174828886,252436.99472744195,395836.1288403002,314595.1818786073,403609.6675832057,356109.4586077336,456800.2728827571
223,3359.2778153604704,-15515.502546027164,-43188.054753527904,-5446.807929426206,-15356.226612124941,-50411.288275455125,-25115.42537015007,34396.376085560216,-35591.27835222466,32126.687309520836,15840.41054639531,11822.578787427225,33537.93114229566,38904.234077889734,7433.5738948781,9995.979530489923,19006.43992833967,13977.697705541308
224,282002.01764253364,309052.00432392576,356133.02534782706,275064.45845650847,359105.4270021636,390319.7702911242,322013.5194836011,348656.1270982851,447909.28394838795,454113.6800002281,269686.50612608745,379756.6078900179,252480.06463567674,395833.87278449547,314446.17552135343,403766.88755222847,356007.31140529097,456688.7964721152
225,3458.425595708177,-15423.472601403198,-43211.92862188275,-5339.873491780389,-15272.00788157883,-50583.20902122173,-25212.545697941066,34408.42763453038,-35856.82305220737,32134.17181255711,15861.032230724533,11828.211968637243,33543.75036193246,38908.767135564005,7358.742587144872,9727.971733534523,19015.192615048512,13959.861904014637
226,281912.8960159804,308998.6724124874,355788.07900561905,275068.63282213913,358926.5906238376,389921.00178927754,321742.9098605611,348615.60299309605,447685.53777634073,454118.76666848105,269678.0316467234,379817.6719430515,252514.6171542141,395826.93600982917,314329.4717327268,403943.51647023915,355891.219122393,456691.6035769326
227,3542.930590606491,-15352.577322328172,-43225.50208374816,-5269.948667991943,-15215.334304472497,-50707.382095079825,-25296.458404162237,34414.7824832285,-36081.010368541756,32128.302968796444,15880.867786658433,11830.39293923668,33545.72063851959,38920.95399566341,7305.251522824885,9515.732496008823,19018.805539416855,13942.205021369718
228,281849.4937695098,308800.5145434262,355496.30311158404,275029.3327308162,358861.03265339613,389594.0551806038,321498.93335903966,348605.289220935,447524.9005004244,454111.51153234957,269644.4743845016,379786.7670221347,252539.0047654486,395851.6207256404,314235.30092836637,404113.94781806495,355830.18950942066,456671.06152507034
229,3607.5288413617236,-15266.79135218593,-43221.76778500383,-5208.572448950232,-15202.367626759682,-50821.79241483925,-25362.887505282815,34418.94574031283,-36261.93506730789,32126.702763932764,15895.214830135821,11853.21650250566,33551.498940345446,38933.510242249424,7273.0097165573425,9346.897658686416,19003.244982916098,13935.413288309664
230,281806.15571270784,308736.46075789386,355243.8425360795,274940.97854217654,358909.16061558493,389301.2893022764,321280.2362791735,348543.3177585738,446187.07236643136,454180.4752256788,269592.7769495833,379909.1355855771,252558.9114070622,395915.93357038946,314192.3143457778,404278.2143710113,355735.61934725393,456718.92475036066
231,3658.3398567872355,-15227.986954213346,-43204.6917999313,-5136.877186838443,-15233.32512206395,-50881.7353161247,-25404.070710035667,34424.42197485891,-36016.17537901334,32126.718160700122,15905.88687753426,11854.711237946998,33552.939468408054,38942.13332855335,7239.805065966677,9221.130869078792,19029.93438253004,13926.228549909389
232,281735.29266473354,308037.9122908564,355026.33467693627,274716.8502746485,359031.53793158307,389057.66041940876,321086.85918332165,348555.73840119934,446142.07106834435,454210.55339537765,269536.8085747356,379918.1101133769,252561.03450141315,395937.32268054906,314169.96989659965,404411.8829104961,355731.41273384664,456758.04412144714
233,3721.6875975278126,-15008.781932458587,-43171.547493914215,-5073.816102257071,-15288.158074167113,-50912.54685049967,-25427.94189959397,34419.95600880138,-36094.90300669467,32133.350375908074,15919.358670001271,11864.12770774584,33557.61282178384,38950.34528263673,7234.242667599836,9138.05626652149,19033.148360670904,13928.132012769478
234,281648.7648545665,307898.1349125662,354841.9819345378,274674.84615616355,359187.9503572629,388855.6006992221,320917.8941878888,348557.87801745394,445862.15062887606,454235.06795325346,269481.16700526397,379844.346254021,252549.14109780802,395949.2098568957,314182.195484775,404529.4466997565,355766.1437436791,456928.1712925813
235,3768.965286307681,-14955.996644984916,-43126.17925968465,-5044.304426983435,-15344.527189545355,-50932.76779148448,-25422.47674039231,34423.64423652698,-36093.12856802886,32134.051495605443,15924.390612355706,11876.655740290676,33562.11265227462,38950.49467569725,7256.084823183388,9079.170675944944,19018.910720901782,13919.415719593017
236,281505.65272432996,307751.9742277152,354689.50863276975,274664.0307400304,359332.20467565954,388661.6309909436,320784.43250149983,348581.1030767462,445766.7695611598,454279.81554478285,269440.0823739321,379713.6380880674,252545.90684331628,395943.8919609444,314218.0675239828,404614.000272008,355755.79324267816,456990.10336171486
237,3818.022005805269,-14873.22488626511,-43073.89664772012,-5017.234608247389,-15380.6183446828,-50918.90244015711,-25403.865916811825,34421.832107939634,-36098.24593577915,32143.071484278636,15928.546259884493,11897.022180345662,33559.31731723714,38960.831199388325,7275.74681335573,9046.427235753265,19038.851021192124,13927.818684837599
238,281446.05031675915,307732.05847114854,354543.0459230966,274614.43496308266,359431.53901971877,388522.4362255595,320667.64514151483,348579.16647720226,445696.5057485873,454289.3105260146,269413.5705789033,379593.19994930987,252545.00176855805,396104.5395650704,314278.58538612234,404673.9619048854,355897.0634297464,457008.3099793605
239,3853.0610066413974,-14846.211558586314,-43011.28758045848,-4976.43770698116,-15376.987552052487,-50902.31675793005,-25375.169513402092,34426.377533527295,-36092.41228990308,32151.913534504794,15935.586168085236,11929.865342167199,33558.16142758513,38950.13323029084,7301.461937863562,9027.115109849874,19020.172320599522,13938.192421020678
240,281390.82921533386,307575.4216423851,354424.4458086768,274525.3625242476,359334.9695988685,388383.5855999952,320616.0926144236,348592.3141173491,445541.0162273692,454304.43597954453,269388.45455068815,379554.4302594018,252548.43885212517,396132.7606375235,314357.2817344209,404701.776618608,355911.5777566749,457080.7136834279
241,3888.8956334279865,-14774.746674355658,-42952.169310462836,-4939.59004824578,-15330.160727425398,-50865.92901977574,-25333.38174622513,34433.58127753318,-36058.70769568476,32154.764776038464,15944.181177113562,11954.318382470581,33561.62652862738,38959.01747487427,7333.8896483624885,9025.76664447004,19042.07239336965,13939.841027004539
242,281347.7707501109,307478.07641698624,354324.7535519322,274490.85453387327,359203.7773481061,388303.91377462813,320545.1707176933,348636.62402243173,445535.0424254982,454300.18451120635,269366.8926627717,379573.68013314233,252550.6940377423,396203.30914443714,314450.9280038606,404707.0522070327,356027.8060654421,457095.82518537674
243,3911.7676766986006,-14751.34438024075,-42896.96242630345,-4915.5020457918,-15298.039767817987,-50828.37035980112,-25275.754723899787,34434.91712034611,-36031.1562971774,32151.167950826566,15955.829022754293,11962.586540906468,33565.020020490054,38964.77712430544,7371.4829351344415,9040.41610715452,19046.27454632469,13948.868409985902
244,281297.8725678107,307906.84751763684,354263.1469488292,274418.19041940145,359154.54311514413,388264.72775900905,320522.093558535,348656.8689620557,445402.5971418517,454284.8691719088,269359.73491717945,379543.39970877476,252563.7418760221,396193.6488720491,314490.67060008284,404667.17501465144,356104.41656359396,457033.8325471727
245,3935.6311388398026,-14886.683089812213,-42856.57394986038,-4888.149431105441,-15262.074787318532,-50789.43628901473,-25221.209407428294,34440.6072701511,-35968.721517758415,32161.650700871338,15965.61277938859,11969.566086235074,33571.730724360255,38963.865110570376,7378.039715866729,9070.953154497434,19063.18591917155,13962.963299580508
246,281219.1238149591,307293.4010028771,354235.3551155872,274459.37126380455,359098.5385654847,388264.4583825275,320503.9178804167,348704.62852216535,445455.53519256576,454321.2117699522,269373.6549396306,379510.9504240828,252571.28815330914,396221.98676940624,314648.85754497215,404627.48107116803,356181.00076844945,457092.1938754457
